img_id,filename,annotations
4902,004902.jpg,"[(13, [0, 140, 192, 234]), (13, [78, 123, 187, 241]), (15, [216, 117, 173, 258]), (15, [194, 67, 306, 308])]"
4905,004905.jpg,"[(1, [1, 7, 196, 273])]"
4907,004907.jpg,"[(8, [176, 0, 264, 329])]"
4910,004910.jpg,"[(6, [21, 181, 285, 213])]"
4911,004911.jpg,"[(19, [0, 119, 99, 122]), (19, [69, 36, 327, 307])]"
4913,004913.jpg,"[(15, [273, 96, 50, 239]), (15, [216, 125, 119, 215]), (15, [132, 177, 95, 181]), (15, [389, 81, 104, 210]), (15, [280, 37, 57, 91]), (15, [69, 49, 69, 89]), (15, [0, 104, 92, 247]), (15, [68, 109, 89, 248]), (15, [174, 123, 62, 181]), (15, [124, 51, 81, 136]), (15, [200, 66, 82, 106]), (15, [309, 74, 65, 135]), (15, [361, 59, 65, 159]), (15, [305, 205, 89, 147]), (15, [387, 189, 100, 167])]"
4929,004929.jpg,"[(12, [214, 20, 286, 355])]"
4946,004946.jpg,"[(15, [133, 42, 144, 458]), (7, [252, 234, 123, 72]), (7, [28, 248, 54, 26])]"
4951,004951.jpg,"[(19, [50, 141, 450, 121])]"
4955,004955.jpg,"[(8, [96, 15, 286, 276]), (20, [0, 224, 441, 149])]"
4958,004958.jpg,"[(4, [59, 18, 214, 265])]"
4961,004961.jpg,"[(7, [17, 79, 480, 226])]"
4962,004962.jpg,"[(7, [254, 171, 94, 37])]"
4966,004966.jpg,"[(3, [134, 129, 188, 147])]"
4968,004968.jpg,"[(13, [44, 1, 285, 469]), (15, [168, 192, 161, 239])]"
4972,004972.jpg,"[(3, [114, 77, 230, 405])]"
4973,004973.jpg,"[(7, [110, 148, 125, 91]), (7, [280, 148, 128, 92])]"
4974,004974.jpg,"[(3, [91, 140, 165, 128])]"
4976,004976.jpg,"[(15, [310, 107, 166, 114]), (15, [223, 97, 127, 129]), (15, [176, 131, 71, 132]), (15, [42, 138, 154, 194]), (11, [127, 192, 373, 146])]"
4984,004984.jpg,"[(9, [294, 33, 186, 180])]"
4987,004987.jpg,"[(15, [43, 185, 242, 180]), (15, [188, 179, 119, 179])]"
4990,004990.jpg,"[(15, [14, 101, 434, 264])]"
4991,004991.jpg,"[(11, [52, 138, 352, 237]), (16, [326, 19, 31, 72]), (9, [283, 106, 181, 266]), (9, [0, 126, 243, 249])]"
4992,004992.jpg,"[(12, [53, 56, 427, 238])]"
4995,004995.jpg,"[(13, [199, 165, 110, 137]), (15, [224, 139, 41, 111]), (13, [105, 213, 130, 177]), (15, [157, 167, 70, 163])]"
5001,005001.jpg,"[(17, [145, 119, 164, 214]), (17, [124, 66, 80, 186]), (17, [308, 137, 188, 196]), (17, [309, 49, 133, 116]), (17, [0, 0, 160, 287]), (17, [173, 11, 118, 130]), (17, [125, 1, 68, 70]), (17, [3, 198, 82, 135])]"
5004,005004.jpg,"[(18, [136, 30, 318, 245])]"
5006,005006.jpg,"[(3, [206, 391, 85, 62])]"
5007,005007.jpg,"[(20, [115, 9, 275, 257])]"
5016,005016.jpg,"[(1, [9, 120, 187, 63]), (1, [118, 52, 371, 138])]"
5018,005018.jpg,"[(12, [190, 84, 222, 224]), (12, [22, 4, 228, 194])]"
5020,005020.jpg,"[(7, [269, 180, 167, 54])]"
5023,005023.jpg,"[(3, [206, 265, 53, 74])]"
5024,005024.jpg,"[(15, [0, 70, 176, 305]), (15, [149, 1, 351, 374])]"
5026,005026.jpg,"[(6, [0, 169, 354, 125]), (6, [343, 209, 85, 49])]"
5027,005027.jpg,"[(15, [234, 53, 40, 72]), (15, [214, 90, 69, 86]), (20, [276, 73, 181, 170])]"
5029,005029.jpg,"[(2, [420, 106, 72, 50]), (2, [377, 33, 62, 53]), (2, [248, 98, 67, 54]), (2, [177, 110, 69, 49]), (15, [379, 12, 48, 58]), (15, [436, 79, 51, 61]), (15, [258, 78, 50, 64]), (15, [187, 86, 53, 61])]"
5032,005032.jpg,"[(19, [22, 65, 245, 339])]"
5033,005033.jpg,"[(3, [106, 121, 372, 227])]"
5045,005045.jpg,"[(15, [4, 81, 277, 292]), (15, [276, 81, 224, 292])]"
5047,005047.jpg,"[(7, [2, 0, 498, 244])]"
5052,005052.jpg,"[(15, [0, 10, 161, 486]), (15, [146, 140, 179, 360]), (5, [43, 242, 39, 104])]"
5057,005057.jpg,"[(2, [166, 111, 189, 201]), (15, [177, 37, 157, 241])]"
5058,005058.jpg,"[(17, [130, 265, 47, 39]), (17, [85, 284, 42, 31])]"
5061,005061.jpg,"[(15, [340, 111, 147, 161]), (15, [187, 105, 142, 161]), (15, [0, 81, 235, 236])]"
5065,005065.jpg,"[(7, [0, 56, 479, 242])]"
5068,005068.jpg,"[(6, [7, 410, 205, 75])]"
5071,005071.jpg,"[(7, [9, 155, 46, 25]), (7, [292, 162, 35, 24]), (7, [326, 180, 53, 26]), (7, [421, 173, 38, 25]), (7, [443, 200, 50, 37]), (7, [102, 198, 96, 32]), (7, [64, 163, 57, 24])]"
5073,005073.jpg,"[(4, [409, 84, 91, 67])]"
5078,005078.jpg,"[(8, [74, 12, 426, 363])]"
5084,005084.jpg,"[(3, [241, 178, 88, 155]), (3, [81, 22, 104, 211])]"
5086,005086.jpg,"[(9, [157, 183, 100, 79]), (15, [38, 144, 106, 231]), (15, [268, 41, 230, 331])]"
5090,005090.jpg,"[(6, [27, 118, 439, 147]), (15, [460, 163, 38, 93]), (15, [408, 173, 37, 86]), (15, [166, 156, 43, 137])]"
5093,005093.jpg,"[(14, [105, 162, 228, 235]), (15, [201, 60, 132, 270]), (15, [94, 214, 34, 39])]"
5094,005094.jpg,"[(19, [0, 134, 281, 92]), (13, [297, 166, 151, 102]), (13, [292, 187, 78, 83])]"
5097,005097.jpg,"[(12, [113, 35, 346, 318]), (15, [193, 0, 267, 245]), (15, [7, 0, 216, 261])]"
5101,005101.jpg,"[(9, [0, 1, 374, 499]), (8, [161, 223, 188, 145])]"
5107,005107.jpg,"[(2, [53, 194, 220, 143]), (15, [270, 137, 18, 55])]"
5108,005108.jpg,"[(1, [170, 112, 61, 61]), (4, [109, 225, 53, 23])]"
5114,005114.jpg,"[(15, [310, 53, 94, 136]), (13, [324, 102, 64, 140]), (10, [450, 131, 50, 88]), (10, [55, 135, 77, 122])]"
5121,005121.jpg,"[(12, [29, 90, 176, 243]), (12, [343, 65, 157, 268])]"
5122,005122.jpg,"[(2, [18, 188, 291, 185]), (15, [2, 56, 52, 148]), (15, [60, 72, 225, 277])]"
5124,005124.jpg,"[(10, [178, 67, 322, 257]), (15, [2, 32, 269, 292])]"
5129,005129.jpg,"[(9, [1, 162, 418, 213]), (15, [123, 125, 257, 250]), (9, [265, 8, 72, 123]), (9, [212, 24, 61, 89]), (9, [188, 0, 35, 100])]"
5130,005130.jpg,"[(3, [114, 130, 210, 303])]"
5134,005134.jpg,"[(15, [30, 138, 18, 74]), (15, [41, 130, 31, 106]), (15, [108, 137, 22, 83]), (15, [129, 129, 34, 119]), (15, [181, 145, 22, 65]), (15, [199, 134, 34, 97]), (15, [264, 149, 23, 68]), (15, [320, 139, 39, 137]), (15, [368, 144, 31, 104]), (15, [407, 147, 37, 83]), (15, [294, 161, 18, 41]), (15, [476, 146, 20, 31]), (15, [235, 172, 17, 34])]"
5138,005138.jpg,"[(3, [22, 85, 412, 351])]"
5143,005143.jpg,"[(16, [5, 9, 253, 269])]"
5153,005153.jpg,"[(9, [43, 146, 51, 71]), (9, [103, 215, 185, 160]), (9, [93, 176, 141, 182]), (20, [156, 114, 44, 50]), (20, [181, 108, 54, 70]), (20, [209, 94, 131, 110]), (20, [308, 66, 192, 201])]"
5156,005156.jpg,"[(14, [56, 130, 356, 230]), (15, [170, 49, 167, 297]), (7, [7, 110, 159, 129])]"
5168,005168.jpg,"[(19, [35, 115, 410, 114])]"
5169,005169.jpg,"[(8, [160, 190, 40, 62]), (7, [341, 52, 34, 36]), (7, [219, 57, 45, 35])]"
5171,005171.jpg,"[(4, [188, 226, 88, 43])]"
5173,005173.jpg,"[(14, [12, 66, 215, 189]), (14, [284, 63, 208, 201]), (15, [229, 44, 229, 212]), (15, [16, 31, 176, 216]), (15, [405, 6, 55, 138]), (15, [130, 22, 65, 106]), (15, [260, 12, 52, 55]), (15, [281, 0, 63, 69]), (15, [86, 17, 52, 49]), (15, [0, 2, 36, 103])]"
5177,005177.jpg,"[(18, [6, 178, 371, 185])]"
5181,005181.jpg,"[(4, [143, 222, 51, 89])]"
5183,005183.jpg,"[(8, [24, 306, 211, 142]), (8, [212, 299, 149, 118]), (16, [0, 9, 375, 491])]"
5186,005186.jpg,"[(9, [138, 172, 72, 121]), (9, [407, 180, 60, 89]), (16, [31, 164, 98, 137])]"
5189,005189.jpg,"[(15, [138, 44, 362, 360]), (15, [1, 0, 304, 404])]"
5190,005190.jpg,"[(15, [127, 24, 320, 351]), (16, [0, 132, 126, 175])]"
5191,005191.jpg,"[(11, [61, 127, 439, 158]), (11, [32, 205, 413, 170]), (9, [23, 142, 62, 81]), (9, [159, 141, 51, 67]), (9, [206, 125, 39, 98]), (9, [236, 126, 32, 104]), (9, [253, 130, 39, 112]), (9, [281, 141, 77, 137]), (9, [346, 152, 80, 178]), (9, [413, 170, 87, 204])]"
5202,005202.jpg,"[(3, [64, 90, 292, 165])]"
5203,005203.jpg,"[(12, [117, 102, 215, 249]), (18, [2, 1, 497, 374])]"
5208,005208.jpg,"[(15, [110, 155, 121, 178])]"
5215,005215.jpg,"[(14, [61, 1, 439, 374])]"
5217,005217.jpg,"[(4, [0, 213, 338, 121])]"
5219,005219.jpg,"[(15, [96, 59, 64, 196]), (15, [275, 110, 33, 105]), (15, [289, 139, 74, 106]), (15, [345, 107, 28, 74]), (15, [362, 110, 41, 92]), (15, [321, 115, 25, 40])]"
5223,005223.jpg,"[(17, [78, 61, 422, 314])]"
5231,005231.jpg,"[(12, [214, 108, 172, 164]), (15, [41, 21, 274, 349]), (15, [336, 1, 164, 371]), (18, [0, 39, 498, 335])]"
5236,005236.jpg,"[(15, [79, 74, 187, 301]), (13, [173, 144, 134, 231]), (15, [296, 56, 137, 319]), (15, [365, 88, 100, 245])]"
5244,005244.jpg,"[(19, [1, 9, 435, 333])]"
5245,005245.jpg,"[(15, [284, 56, 205, 190]), (15, [0, 24, 198, 217])]"
5246,005246.jpg,"[(3, [83, 47, 410, 340])]"
5257,005257.jpg,"[(15, [250, 111, 65, 99]), (4, [175, 187, 144, 47])]"
5258,005258.jpg,"[(14, [0, 0, 500, 315])]"
5259,005259.jpg,"[(7, [18, 68, 415, 234])]"
5260,005260.jpg,"[(15, [222, 56, 109, 133]), (15, [34, 54, 137, 137]), (14, [170, 90, 155, 104]), (14, [15, 87, 152, 120])]"
5262,005262.jpg,"[(7, [371, 204, 129, 94]), (7, [13, 158, 40, 27]), (6, [79, 113, 263, 128])]"
5269,005269.jpg,"[(19, [75, 112, 327, 190]), (15, [371, 205, 32, 82])]"
5273,005273.jpg,"[(7, [107, 54, 178, 102]), (7, [234, 83, 184, 70]), (15, [335, 11, 80, 149]), (15, [396, 49, 43, 105]), (2, [0, 111, 305, 246])]"
5283,005283.jpg,"[(15, [302, 86, 172, 289]), (15, [0, 98, 146, 277]), (15, [149, 19, 196, 356])]"
5285,005285.jpg,"[(3, [89, 117, 283, 225])]"
5288,005288.jpg,"[(17, [216, 258, 33, 32])]"
5290,005290.jpg,"[(1, [226, 120, 61, 61])]"
5292,005292.jpg,"[(18, [303, 217, 197, 159])]"
5297,005297.jpg,"[(15, [88, 1, 366, 332]), (15, [103, 70, 146, 263]), (15, [36, 131, 70, 139])]"
5303,005303.jpg,"[(12, [71, 195, 307, 275]), (15, [9, 39, 369, 461])]"
5304,005304.jpg,"[(5, [263, 74, 128, 208]), (15, [0, 1, 472, 399])]"
5307,005307.jpg,"[(8, [255, 169, 101, 90]), (15, [2, 54, 376, 287])]"
5310,005310.jpg,"[(15, [28, 169, 386, 164]), (15, [99, 32, 160, 269])]"
5311,005311.jpg,"[(15, [217, 65, 33, 45]), (15, [238, 50, 67, 62]), (15, [0, 0, 194, 205]), (15, [260, 6, 169, 206])]"
5318,005318.jpg,"[(7, [108, 36, 313, 255])]"
5327,005327.jpg,"[(18, [1, 158, 499, 216]), (15, [32, 201, 287, 61]), (12, [287, 209, 114, 48])]"
5336,005336.jpg,"[(18, [35, 272, 364, 175]), (15, [116, 301, 251, 82])]"
5337,005337.jpg,"[(4, [283, 98, 74, 32])]"
5338,005338.jpg,"[(3, [64, 31, 114, 147]), (3, [233, 45, 164, 316])]"
5344,005344.jpg,"[(2, [92, 239, 145, 261]), (15, [38, 39, 246, 413]), (15, [196, 28, 133, 380])]"
5345,005345.jpg,"[(5, [160, 157, 20, 67]), (11, [1, 197, 374, 303])]"
5351,005351.jpg,"[(13, [265, 191, 173, 184]), (13, [191, 162, 72, 136]), (15, [293, 152, 58, 128])]"
5358,005358.jpg,"[(1, [230, 130, 48, 25])]"
5360,005360.jpg,"[(19, [71, 96, 360, 146]), (19, [0, 136, 71, 90])]"
5363,005363.jpg,"[(17, [1, 68, 367, 431])]"
5368,005368.jpg,"[(2, [26, 345, 228, 155]), (15, [8, 17, 315, 483])]"
5369,005369.jpg,"[(4, [309, 219, 78, 36])]"
5373,005373.jpg,"[(7, [244, 149, 56, 39]), (7, [328, 148, 44, 30])]"
5374,005374.jpg,"[(15, [289, 146, 72, 179]), (15, [210, 135, 45, 127]), (15, [214, 152, 44, 110]), (6, [186, 1, 314, 346])]"
5387,005387.jpg,"[(6, [44, 171, 371, 134]), (7, [1, 253, 44, 16])]"
5388,005388.jpg,"[(5, [81, 66, 40, 130]), (5, [146, 105, 37, 94])]"
5389,005389.jpg,"[(19, [24, 41, 386, 167])]"
5391,005391.jpg,"[(1, [24, 108, 439, 118])]"
5396,005396.jpg,"[(20, [7, 131, 219, 213]), (15, [36, 155, 165, 136]), (15, [268, 121, 218, 354])]"
5404,005404.jpg,"[(10, [131, 87, 369, 288])]"
5405,005405.jpg,"[(15, [70, 150, 206, 251])]"
5406,005406.jpg,"[(1, [171, 125, 64, 62])]"
5408,005408.jpg,"[(12, [86, 112, 249, 157])]"
5410,005410.jpg,"[(15, [262, 147, 102, 186]), (2, [281, 238, 72, 95])]"
5413,005413.jpg,"[(15, [59, 100, 169, 399])]"
5414,005414.jpg,"[(14, [58, 104, 159, 229]), (14, [264, 120, 179, 213]), (15, [195, 39, 95, 291]), (15, [282, 54, 151, 276]), (14, [431, 94, 56, 56])]"
5417,005417.jpg,"[(15, [0, 0, 384, 373])]"
5420,005420.jpg,"[(4, [31, 21, 364, 443])]"
5424,005424.jpg,"[(2, [38, 79, 115, 131]), (2, [23, 252, 127, 177]), (15, [69, 13, 112, 172]), (15, [20, 136, 189, 229])]"
5433,005433.jpg,"[(12, [138, 155, 194, 125]), (18, [0, 0, 500, 375])]"
5440,005440.jpg,"[(19, [0, 175, 444, 68])]"
5445,005445.jpg,"[(8, [31, 232, 322, 265])]"
5448,005448.jpg,"[(15, [404, 112, 57, 94]), (15, [290, 113, 65, 105]), (15, [217, 121, 55, 80]), (15, [153, 116, 54, 66]), (15, [100, 114, 46, 79]), (15, [36, 108, 55, 79]), (14, [395, 149, 72, 70]), (14, [283, 146, 70, 73]), (14, [217, 149, 62, 67]), (14, [152, 151, 61, 61]), (14, [95, 143, 65, 65]), (14, [33, 137, 67, 68])]"
5450,005450.jpg,"[(15, [6, 122, 336, 378])]"
5451,005451.jpg,"[(15, [237, 102, 138, 398]), (15, [155, 356, 82, 110]), (15, [77, 361, 60, 118]), (11, [79, 395, 141, 100])]"
5453,005453.jpg,"[(12, [0, 234, 197, 96]), (13, [202, 2, 298, 331])]"
5455,005455.jpg,"[(8, [88, 33, 245, 217])]"
5457,005457.jpg,"[(7, [63, 122, 324, 152])]"
5467,005467.jpg,"[(5, [344, 106, 64, 197]), (15, [401, 63, 97, 178]), (15, [346, 70, 81, 114]), (15, [37, 20, 183, 355]), (11, [110, 191, 390, 184])]"
5478,005478.jpg,"[(15, [0, 159, 98, 252]), (15, [0, 165, 229, 334])]"
5483,005483.jpg,"[(7, [62, 71, 314, 159]), (7, [0, 149, 89, 108])]"
5487,005487.jpg,"[(1, [67, 112, 410, 147]), (15, [198, 222, 25, 46]), (15, [78, 230, 25, 53])]"
5489,005489.jpg,"[(7, [251, 165, 78, 38]), (7, [408, 70, 56, 24])]"
5496,005496.jpg,"[(4, [163, 106, 291, 193]), (15, [414, 201, 23, 32])]"
5499,005499.jpg,"[(7, [1, 47, 499, 286]), (15, [276, 4, 138, 176])]"
5508,005508.jpg,"[(15, [88, 130, 187, 370])]"
5509,005509.jpg,"[(1, [10, 64, 453, 136]), (15, [483, 152, 14, 40]), (15, [428, 152, 16, 48]), (15, [407, 149, 19, 55]), (15, [308, 154, 20, 44]), (15, [294, 154, 15, 48])]"
5511,005511.jpg,"[(13, [106, 132, 92, 292]), (15, [87, 111, 139, 187])]"
5514,005514.jpg,"[(10, [0, 52, 364, 245])]"
5515,005515.jpg,"[(16, [0, 176, 332, 324]), (16, [0, 0, 121, 366]), (16, [44, 0, 327, 269])]"
5519,005519.jpg,"[(8, [85, 148, 89, 210]), (8, [222, 75, 167, 214])]"
5524,005524.jpg,"[(12, [21, 47, 313, 250])]"
5526,005526.jpg,"[(20, [411, 274, 89, 101]), (15, [0, 3, 268, 372]), (15, [218, 115, 239, 260])]"
5527,005527.jpg,"[(15, [23, 41, 340, 459])]"
5536,005536.jpg,"[(7, [42, 115, 384, 206]), (15, [266, 112, 114, 209])]"
5541,005541.jpg,"[(5, [166, 196, 21, 56]), (15, [0, 0, 49, 298]), (15, [129, 49, 262, 288])]"
5542,005542.jpg,"[(15, [152, 121, 125, 254]), (15, [283, 140, 38, 94]), (15, [431, 191, 49, 111]), (15, [471, 143, 29, 166]), (15, [255, 139, 32, 89]), (15, [373, 154, 15, 33]), (15, [353, 148, 14, 39])]"
5544,005544.jpg,"[(19, [78, 187, 210, 123])]"
5547,005547.jpg,"[(10, [170, 174, 150, 194]), (7, [47, 149, 400, 198]), (15, [438, 147, 33, 122])]"
5563,005563.jpg,"[(20, [418, 0, 82, 77]), (15, [206, 38, 168, 292]), (15, [103, 83, 266, 291]), (5, [355, 80, 18, 47])]"
5566,005566.jpg,"[(7, [79, 38, 343, 255]), (7, [208, 7, 45, 29]), (7, [440, 0, 60, 37])]"
5568,005568.jpg,"[(13, [27, 145, 209, 142]), (13, [271, 142, 211, 152])]"
5574,005574.jpg,"[(1, [129, 126, 371, 182]), (15, [157, 198, 69, 176])]"
5579,005579.jpg,"[(8, [53, 159, 159, 78]), (8, [128, 191, 240, 110])]"
5582,005582.jpg,"[(15, [73, 7, 309, 368]), (15, [369, 1, 131, 374]), (15, [0, 1, 107, 374]), (15, [296, 24, 43, 84])]"
5585,005585.jpg,"[(15, [333, 95, 56, 181]), (7, [20, 130, 283, 214])]"
5591,005591.jpg,"[(11, [113, 256, 317, 119]), (9, [66, 242, 37, 117]), (9, [85, 244, 44, 130]), (9, [111, 247, 55, 128]), (9, [146, 256, 64, 116]), (9, [189, 260, 93, 115])]"
5592,005592.jpg,"[(7, [121, 134, 156, 73])]"
5599,005599.jpg,"[(2, [178, 145, 130, 290]), (2, [45, 170, 136, 238]), (15, [149, 26, 169, 343]), (15, [25, 36, 166, 340])]"
5600,005600.jpg,"[(1, [254, 135, 65, 30]), (15, [99, 194, 15, 32]), (15, [87, 194, 15, 30])]"
5601,005601.jpg,"[(12, [1, 160, 426, 222])]"
5603,005603.jpg,"[(3, [0, 32, 409, 301])]"
5605,005605.jpg,"[(20, [208, 137, 81, 68]), (9, [380, 222, 120, 140]), (16, [301, 63, 57, 203]), (16, [90, 203, 38, 63]), (16, [75, 233, 32, 25]), (16, [67, 183, 37, 39]), (16, [143, 162, 19, 54]), (9, [357, 152, 64, 92]), (16, [322, 192, 34, 73])]"
5609,005609.jpg,"[(7, [14, 28, 468, 287]), (7, [312, 2, 188, 145]), (7, [159, 4, 164, 96]), (7, [60, 2, 76, 45]), (7, [0, 28, 70, 115])]"
5611,005611.jpg,"[(13, [92, 52, 251, 267]), (15, [162, 21, 104, 178])]"
5624,005624.jpg,"[(3, [205, 50, 133, 241])]"
5625,005625.jpg,"[(3, [64, 49, 436, 326])]"
5630,005630.jpg,"[(8, [134, 0, 218, 288])]"
5631,005631.jpg,"[(6, [0, 117, 206, 381]), (15, [272, 289, 31, 87]), (15, [319, 287, 40, 116])]"
5636,005636.jpg,"[(13, [130, 183, 79, 199]), (15, [253, 210, 65, 176])]"
5637,005637.jpg,"[(3, [61, 90, 71, 150]), (3, [226, 121, 88, 153]), (3, [351, 96, 96, 132])]"
5639,005639.jpg,"[(2, [196, 173, 126, 100]), (15, [249, 129, 59, 80])]"
5644,005644.jpg,"[(15, [183, 38, 317, 334]), (15, [0, 77, 227, 296])]"
5648,005648.jpg,"[(15, [21, 108, 35, 139]), (15, [90, 129, 59, 119]), (15, [165, 315, 100, 152])]"
5654,005654.jpg,"[(19, [0, 60, 442, 264])]"
5658,005658.jpg,"[(6, [39, 120, 336, 292]), (15, [119, 201, 52, 51]), (15, [20, 248, 21, 47])]"
5668,005668.jpg,"[(12, [1, 130, 184, 243]), (12, [166, 116, 172, 257]), (12, [292, 111, 208, 213])]"
5669,005669.jpg,"[(7, [253, 150, 88, 52]), (6, [408, 134, 92, 65]), (15, [159, 86, 35, 134]), (15, [0, 0, 154, 332])]"
5680,005680.jpg,"[(19, [120, 64, 252, 254]), (15, [475, 243, 25, 56])]"
5686,005686.jpg,"[(9, [363, 214, 102, 149]), (9, [298, 199, 106, 150]), (11, [288, 190, 212, 166])]"
5695,005695.jpg,"[(15, [70, 128, 261, 371]), (15, [170, 195, 160, 291])]"
5697,005697.jpg,"[(18, [104, 161, 316, 172]), (9, [226, 100, 44, 68])]"
5699,005699.jpg,"[(4, [154, 216, 192, 94])]"
5700,005700.jpg,"[(13, [157, 204, 67, 131]), (15, [152, 145, 77, 121]), (15, [257, 146, 24, 38])]"
5704,005704.jpg,"[(11, [386, 173, 114, 82]), (15, [436, 112, 56, 66]), (15, [351, 129, 82, 144]), (15, [278, 197, 112, 110]), (15, [269, 231, 139, 143]), (15, [196, 293, 126, 82]), (15, [73, 81, 147, 221]), (15, [57, 120, 43, 53]), (15, [6, 130, 51, 49])]"
5705,005705.jpg,"[(4, [61, 15, 185, 393])]"
5710,005710.jpg,"[(9, [258, 243, 76, 90]), (9, [285, 216, 44, 47]), (9, [347, 210, 40, 70]), (11, [235, 192, 84, 76])]"
5713,005713.jpg,"[(4, [136, 276, 58, 37]), (4, [432, 277, 68, 41])]"
5715,005715.jpg,"[(8, [38, 7, 436, 368])]"
5718,005718.jpg,"[(9, [32, 232, 128, 153])]"
5728,005728.jpg,"[(15, [131, 60, 63, 132]), (10, [279, 141, 127, 107]), (13, [148, 113, 83, 137])]"
5730,005730.jpg,"[(9, [320, 254, 43, 53]), (9, [127, 237, 65, 95]), (9, [297, 254, 27, 39])]"
5731,005731.jpg,"[(6, [1, 33, 428, 280]), (15, [380, 176, 30, 109])]"
5735,005735.jpg,"[(19, [0, 99, 493, 188])]"
5738,005738.jpg,"[(7, [57, 91, 321, 179]), (7, [0, 102, 107, 129]), (15, [226, 84, 21, 18])]"
5740,005740.jpg,"[(3, [254, 145, 111, 167]), (15, [0, 25, 274, 308])]"
5742,005742.jpg,"[(4, [421, 225, 51, 29])]"
5752,005752.jpg,"[(12, [2, 39, 431, 283])]"
5756,005756.jpg,"[(7, [39, 166, 424, 137])]"
5757,005757.jpg,"[(2, [106, 166, 66, 135]), (2, [213, 187, 40, 84]), (15, [107, 74, 71, 206]), (15, [209, 130, 43, 123])]"
5764,005764.jpg,"[(15, [0, 16, 109, 445])]"
5765,005765.jpg,"[(15, [1, 1, 337, 373]), (15, [250, 3, 250, 372]), (15, [0, 0, 118, 262])]"
5769,005769.jpg,"[(8, [67, 161, 430, 182])]"
5780,005780.jpg,"[(15, [212, 110, 92, 87])]"
5782,005782.jpg,"[(7, [53, 92, 358, 134])]"
5783,005783.jpg,"[(14, [69, 172, 133, 88]), (14, [238, 161, 178, 110])]"
5784,005784.jpg,"[(9, [129, 113, 288, 130]), (15, [5, 21, 405, 257]), (15, [6, 105, 488, 333])]"
5786,005786.jpg,"[(15, [357, 24, 90, 288]), (15, [319, 50, 71, 262]), (15, [249, 40, 78, 275]), (15, [191, 30, 80, 288]), (15, [129, 44, 71, 270]), (15, [46, 46, 100, 282])]"
5789,005789.jpg,"[(12, [236, 136, 264, 211])]"
5796,005796.jpg,"[(15, [44, 56, 250, 444]), (20, [299, 274, 76, 113])]"
5803,005803.jpg,"[(11, [66, 155, 367, 118])]"
5805,005805.jpg,"[(3, [171, 93, 103, 226]), (3, [315, 233, 94, 85])]"
5806,005806.jpg,"[(7, [215, 153, 134, 133]), (7, [124, 74, 65, 80])]"
5813,005813.jpg,"[(16, [146, 163, 142, 191]), (16, [104, 239, 103, 112]), (16, [93, 194, 47, 158])]"
5814,005814.jpg,"[(20, [248, 162, 140, 113]), (15, [52, 0, 227, 346]), (5, [187, 309, 136, 42])]"
5817,005817.jpg,"[(16, [251, 1, 249, 369])]"
5821,005821.jpg,"[(16, [110, 231, 61, 84]), (16, [262, 208, 49, 81]), (16, [198, 199, 48, 55]), (16, [5, 142, 90, 88]), (16, [170, 197, 25, 54]), (9, [354, 183, 127, 171]), (9, [460, 170, 40, 205])]"
5824,005824.jpg,"[(15, [170, 94, 61, 143])]"
5826,005826.jpg,"[(15, [77, 158, 55, 128])]"
5831,005831.jpg,"[(7, [35, 146, 430, 198])]"
5836,005836.jpg,"[(15, [70, 39, 193, 461])]"
5838,005838.jpg,"[(8, [72, 16, 395, 271])]"
5840,005840.jpg,"[(15, [0, 135, 118, 365]), (15, [76, 159, 169, 341]), (15, [211, 159, 92, 341]), (15, [325, 179, 168, 321]), (15, [257, 164, 124, 336])]"
5843,005843.jpg,"[(10, [123, 198, 171, 114])]"
5850,005850.jpg,"[(8, [53, 116, 295, 206])]"
5851,005851.jpg,"[(19, [222, 154, 94, 36])]"
5859,005859.jpg,"[(15, [1, 2, 297, 373])]"
5860,005860.jpg,"[(4, [143, 191, 210, 59]), (4, [374, 201, 104, 38])]"
5861,005861.jpg,"[(7, [245, 146, 137, 76]), (7, [29, 159, 55, 24]), (7, [121, 159, 62, 26])]"
5864,005864.jpg,"[(18, [125, 160, 191, 108])]"
5867,005867.jpg,"[(20, [234, 189, 57, 54]), (9, [231, 251, 134, 124])]"
5873,005873.jpg,"[(12, [139, 190, 106, 148]), (15, [148, 1, 148, 330])]"
5881,005881.jpg,"[(15, [205, 78, 295, 293])]"
5884,005884.jpg,"[(14, [55, 35, 315, 289]), (15, [80, 38, 165, 174])]"
5885,005885.jpg,"[(15, [108, 56, 302, 317])]"
5888,005888.jpg,"[(12, [276, 39, 224, 334]), (12, [12, 68, 322, 307])]"
5889,005889.jpg,"[(15, [1, 123, 159, 252]), (15, [112, 60, 163, 315]), (15, [230, 93, 98, 282]), (15, [262, 60, 238, 315]), (15, [439, 90, 61, 144])]"
5893,005893.jpg,"[(19, [0, 83, 479, 99])]"
5895,005895.jpg,"[(1, [273, 203, 43, 32])]"
5899,005899.jpg,"[(12, [124, 124, 255, 136]), (7, [0, 0, 142, 149])]"
5901,005901.jpg,"[(8, [180, 63, 196, 253]), (8, [103, 152, 301, 223])]"
5903,005903.jpg,"[(19, [1, 86, 323, 289]), (15, [380, 206, 22, 86])]"
5905,005905.jpg,"[(15, [193, 1, 166, 282]), (15, [1, 1, 245, 282])]"
5908,005908.jpg,"[(15, [71, 1, 428, 374]), (5, [168, 18, 178, 202])]"
